,cross_val_acc,training_acc,test_acc,train_size,solver,learning_rate_init,max_iter,momentum,hidden_layer_sizes
2804,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.1,"(13, 13)"
2805,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.1,"(13, 13, 13)"
2806,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.1,"(13, 13, 13)"
2807,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.1,"(13, 13, 13)"
2808,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.1,"(13, 13, 13)"
2809,0.4132386585573147,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.1,"(13, 13, 13)"
2810,0.45741226581552585,0.4574095682613769,0.006122448979591836,3428,sgd,1.0,100,0.1,"(130, 130, 130)"
2811,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.1,"(130, 130, 130)"
2812,0.44893788289348463,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.1,"(130, 130, 130)"
2813,0.44787156482808654,0.44784828592268416,0.4272108843537415,1371,sgd,1.0,100,0.1,"(130, 130, 130)"
2814,0.4468153008930811,0.4467153284671533,0.427891156462585,685,sgd,1.0,100,0.1,"(130, 130, 130)"
2815,0.0940375761925201,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.1,"(130, 130, 130, 130)"
2816,0.09342803660400988,0.45295404814004375,0.006122448979591836,2742,sgd,1.0,100,0.1,"(130, 130, 130, 130)"
2817,0.18064438940949573,0.0029182879377431907,0.006122448979591836,2056,sgd,1.0,100,0.1,"(130, 130, 130, 130)"
2818,0.35946576772663724,0.0029175784099197666,0.006122448979591836,1371,sgd,1.0,100,0.1,"(130, 130, 130, 130)"
2819,0.2543188459696307,0.00145985401459854,0.42857142857142855,685,sgd,1.0,100,0.1,"(130, 130, 130, 130)"
2820,0.45770296348994444,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.3,"(13, 13)"
2821,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.3,"(13, 13)"
2822,0.41761258168866533,0.4489299610894942,0.3122448979591837,2056,sgd,1.0,100,0.3,"(13, 13)"
2823,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.3,"(13, 13)"
2824,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.3,"(13, 13)"
2825,0.45741226581552585,0.45770128354725786,0.42857142857142855,3428,sgd,1.0,100,0.3,"(13, 13, 13)"
2826,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.3,"(13, 13, 13)"
2827,0.41715304181769,0.4489299610894942,0.42857142857142855,2056,sgd,1.0,100,0.3,"(13, 13, 13)"
2828,0.44787156482808654,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.3,"(13, 13, 13)"
2829,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.3,"(13, 13, 13)"
2830,0.3665825714923817,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.3,"(130, 130, 130)"
2831,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.3,"(130, 130, 130)"
2832,0.44893788289348463,0.4489299610894942,0.427891156462585,2056,sgd,1.0,100,0.3,"(130, 130, 130)"
2833,0.4471469271469271,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.3,"(130, 130, 130)"
2834,0.4468153008930811,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.3,"(130, 130, 130)"
2835,0.18444455293670614,0.0032088681446907816,0.42857142857142855,3428,sgd,1.0,100,0.3,"(130, 130, 130, 130)"
2836,0.003647014706199661,0.0036469730123997084,0.006122448979591836,2742,sgd,1.0,100,0.3,"(130, 130, 130, 130)"
2837,0.0029139054297812605,0.4489299610894942,0.006122448979591836,2056,sgd,1.0,100,0.3,"(130, 130, 130, 130)"
2838,0.18168268124789863,0.44784828592268416,0.42857142857142855,1371,sgd,1.0,100,0.3,"(130, 130, 130, 130)"
2839,0.21515502966205052,0.4467153284671533,0.42857142857142855,685,sgd,1.0,100,0.3,"(130, 130, 130, 130)"
2840,0.45741226581552585,0.4574095682613769,0.42857142857142855,3428,sgd,1.0,100,0.5,"(13, 13)"
2841,0.4529564363389279,0.45295404814004375,0.42857142857142855,2742,sgd,1.0,100,0.5,"(13, 13)"
